8;arms_factory;2108.00;9.80;143.00;0.89;0
8;arms_factory;2112.00;9.75;143.00;2.10;0
8;arms_factory;2091.00;10.00;145.00;5.11;0
8;arms_factory;2069.00;9.90;125.00;2.95;0
8;arms_factory;2098.00;9.80;160.00;4.16;0
8;arms_factory;2104.00;9.80;139.00;0.89;0
8;industrial_complex;2023.00;10.15;91.00;3.56;0
8;industrial_complex;2063.00;9.98;136.00;6.23;0
8;industrial_complex;2069.00;9.85;121.00;2.61;0
8;industrial_complex;2099.00;9.70;133.00;5.62;0
8;industrial_complex;2102.00;9.70;133.00;2.00;0
8;industrial_complex;2025.00;9.90;87.00;4.67;0
8;air_base;2048.00;10.40;122.00;1.06;0
8;supply_node;2071.00;9.70;113.00;4.56;0
8;supply_node;2047.00;9.90;76.00;0.86;0
8;supply_node;2042.00;10.00;135.00;3.80;0
8;supply_node;2047.00;10.00;107.00;0.45;0
8;supply_node;2060.00;10.30;127.00;3.03;0
8;supply_node;2089.00;10.00;153.00;5.97;0
8;supply_node;2026.00;11.43;120.00;1.16;0
8;supply_node;2060.00;9.90;92.00;5.21;0
8;supply_node;2026.00;9.93;68.00;1.86;0
8;supply_node;2128.00;9.78;161.00;3.34;0
8;supply_node;2085.00;9.80;129.00;1.09;0
8;supply_node;2032.00;10.18;91.00;2.58;0
8;supply_node;2104.00;9.80;140.00;5.51;0
8;supply_node;2105.00;9.80;161.00;3.27;0
8;supply_node;2072.00;9.80;146.00;4.75;0
8;supply_node;2121.00;9.75;147.00;1.40;0
8;naval_base;2106.00;9.70;133.00;0.52;50736
8;naval_base;2078.00;9.50;112.00;0.79;50736
8;naval_base;2036.00;9.70;59.00;0.57;50736
8;naval_base;2095.00;9.70;127.00;0.86;50736
8;naval_base;2057.00;9.50;74.00;0.46;50736
8;naval_base;2066.00;9.70;90.00;0.98;50736
8;naval_base;2116.00;9.70;139.00;0.79;50736
8;bunker;2044.00;10.03;129.00;3.19;0
8;bunker;2022.00;9.95;72.00;5.86;0
8;bunker;2070.00;9.90;134.00;3.69;0
8;bunker;2120.00;9.80;150.00;3.80;0
8;bunker;2070.00;9.85;139.00;1.63;0
8;bunker;2091.00;9.70;125.00;4.30;0
8;bunker;2133.00;9.73;160.00;2.14;0
8;bunker;2053.00;9.85;81.00;2.24;0
8;bunker;2067.00;9.75;114.00;0.08;0
8;bunker;2032.00;11.05;123.00;2.75;0
8;bunker;2052.00;10.18;108.00;5.41;0
8;bunker;2034.00;10.28;86.00;2.15;0
8;bunker;2099.00;9.85;156.00;4.81;0
8;bunker;2061.00;10.15;104.00;1.19;0
8;bunker;2108.00;9.80;168.00;3.86;0
8;bunker;2099.00;9.70;134.00;0.59;0
8;coastal_bunker;2063.00;9.70;82.00;0.98;0
8;coastal_bunker;2039.00;9.50;61.00;0.46;0
8;coastal_bunker;2076.00;9.70;110.00;0.79;0
8;coastal_bunker;2118.00;9.50;140.00;0.79;0
8;coastal_bunker;2088.00;9.70;120.00;0.86;0
8;coastal_bunker;2111.00;9.70;135.00;0.52;0
8;coastal_bunker;2032.00;9.50;56.00;0.57;0
8;dockyard;2128.00;9.50;144.00;0.79;0
8;anti_air_building;2098.00;9.80;158.00;0.15;0
8;anti_air_building;2067.00;9.90;139.00;2.81;0
8;anti_air_building;2070.00;9.85;139.00;4.37;0
8;synthetic_refinery;2110.00;9.90;154.00;0.75;0
8;fuel_silo;2082.00;10.00;154.00;4.88;0
8;radar_station;2075.00;9.70;114.00;2.01;0
8;rocket_site;2100.00;9.70;167.00;2.82;0
8;nuclear_reactor;2112.00;9.80;146.00;5.49;0
8;floating_harbor;2129.95;9.50;138.05;-2.36;50430
8;floating_harbor;2080.95;9.50;103.05;-2.36;116
5;arms_factory;1930.00;9.80;44.00;2.35;0
5;arms_factory;1971.00;10.00;50.00;3.91;0
5;arms_factory;1984.00;9.70;49.00;1.75;0
5;arms_factory;2013.00;9.80;49.00;4.42;0
5;arms_factory;2009.00;9.73;40.00;0.80;0
5;arms_factory;2012.00;9.70;38.00;3.81;0
5;industrial_complex;1961.00;10.55;44.00;0.19;0
5;industrial_complex;1971.00;10.28;39.00;2.86;0
5;industrial_complex;1996.00;9.75;37.00;4.42;0
5;industrial_complex;2007.00;9.70;36.00;2.26;0
5;industrial_complex;1925.00;9.95;42.00;3.47;0
5;industrial_complex;1972.00;9.80;28.00;1.31;0
5;air_base;1980.00;9.70;27.00;2.87;0
5;supply_node;2014.00;9.75;49.00;2.48;0
5;supply_node;1998.00;9.85;59.00;5.42;0
5;supply_node;1968.00;10.30;39.00;2.07;0
5;supply_node;1939.00;9.70;51.00;4.65;0
5;supply_node;1927.00;9.90;34.00;1.31;0
5;supply_node;1999.00;9.70;36.00;2.78;0
5;supply_node;1976.00;10.05;54.00;0.54;0
5;supply_node;1910.00;9.82;42.00;3.47;0
5;supply_node;1949.00;9.93;34.00;4.96;0
5;supply_node;1982.00;9.73;31.00;2.71;0
5;naval_base;1936.00;9.50;27.00;-0.17;50709
5;naval_base;1961.00;9.50;26.00;0.12;50709
5;naval_base;2010.00;9.70;36.00;0.67;50709
5;naval_base;1903.00;9.50;43.00;-1.25;50709
5;naval_base;1962.00;9.50;25.00;-0.20;50709
5;naval_base;2014.00;9.70;38.00;0.22;50709
5;naval_base;1993.00;9.50;27.00;-0.17;50709
5;bunker;1923.00;10.23;49.00;1.98;0
5;bunker;1965.00;10.35;48.00;5.00;0
5;bunker;2004.00;10.05;46.00;6.21;0
5;bunker;1924.00;9.98;41.00;4.05;0
5;bunker;1944.00;10.10;35.00;0.43;0
5;bunker;2001.00;9.88;59.00;1.99;0
5;bunker;1910.00;9.90;46.00;6.11;0
5;bunker;1968.00;10.43;56.00;2.49;0
5;bunker;1994.00;9.70;30.00;4.05;0
5;bunker;1983.00;9.70;29.00;0.43;0
5;coastal_bunker;1942.00;9.50;26.00;0.12;0
5;coastal_bunker;1905.00;9.50;40.00;-1.25;0
5;coastal_bunker;2018.00;9.70;42.00;0.22;0
5;coastal_bunker;1927.00;9.50;27.00;-0.17;0
5;coastal_bunker;1987.00;9.50;26.00;-0.17;0
5;coastal_bunker;2009.00;9.70;34.00;0.67;0
5;coastal_bunker;1962.00;9.50;25.00;-0.20;0
5;dockyard;1934.00;9.50;27.00;-0.17;0
5;anti_air_building;1927.00;9.90;37.00;6.27;0
5;anti_air_building;1919.00;9.80;37.00;4.12;0
5;anti_air_building;1948.00;10.00;35.00;5.67;0
5;synthetic_refinery;1941.00;10.10;35.00;2.05;0
5;fuel_silo;1955.00;9.93;34.00;4.72;0
5;radar_station;1961.00;10.50;48.00;4.15;0
5;rocket_site;2010.00;9.80;61.00;2.66;0
5;nuclear_reactor;1931.00;9.80;28.00;0.50;0
5;floating_harbor;1979.85;9.50;18.10;-3.31;50643
5;floating_harbor;2030.00;9.50;49.00;-1.57;2229
2;arms_factory;1923.00;10.38;65.00;4.08;0
2;arms_factory;1923.00;10.40;59.00;0.46;0
2;arms_factory;1890.00;9.70;87.00;3.13;0
2;arms_factory;1927.00;10.10;70.00;6.14;0
2;arms_factory;1913.00;10.20;67.00;2.53;0
2;arms_factory;1883.00;9.70;145.00;5.19;0
2;industrial_complex;1906.00;10.00;66.00;1.57;0
2;industrial_complex;1918.00;9.80;120.00;4.59;0
2;industrial_complex;1893.00;9.70;158.00;5.80;0
2;industrial_complex;1888.00;9.70;149.00;3.64;0
2;industrial_complex;1905.00;9.70;128.00;0.02;0
2;industrial_complex;1906.00;9.70;123.00;1.58;0
2;air_base;1885.00;9.70;97.00;5.70;0
2;supply_node;1923.00;10.30;67.00;3.43;0
2;supply_node;1885.00;9.70;62.00;0.08;0
2;supply_node;1902.00;9.70;83.00;1.56;0
2;supply_node;1894.00;9.70;135.00;5.60;0
2;supply_node;1888.00;9.70;100.00;0.80;0
2;supply_node;1864.00;9.70;77.00;3.73;0
2;supply_node;1918.00;9.90;95.00;1.50;0
2;supply_node;1907.00;10.07;59.00;2.97;0
2;supply_node;1887.00;9.70;151.00;5.91;0
2;supply_node;1911.00;9.70;125.00;2.21;0
2;supply_node;1887.00;9.70;119.00;5.15;0
2;supply_node;1905.00;10.10;109.00;1.80;0
2;supply_node;1871.00;9.70;94.00;4.38;0
2;supply_node;1883.00;9.70;81.00;1.03;0
2;naval_base;1881.00;9.50;147.00;-1.82;50712
2;naval_base;1854.00;9.50;82.00;-1.25;50709
2;naval_base;1883.00;9.50;52.00;-0.46;50709
2;naval_base;1862.00;9.70;93.00;-2.21;50709
2;naval_base;1880.00;9.50;139.00;-1.71;50712
2;naval_base;1883.00;9.50;115.00;-2.03;50709
2;bunker;1915.00;10.40;62.00;2.16;0
2;bunker;1922.00;9.90;100.00;4.82;0
2;bunker;1892.00;9.70;51.00;1.20;0
2;bunker;1869.00;9.70;91.00;2.76;0
2;bunker;1925.00;10.10;70.00;0.60;0
2;bunker;1877.00;9.70;85.00;3.27;0
2;bunker;1871.00;9.70;77.00;5.93;0
2;bunker;1887.00;9.70;139.00;1.21;0
2;bunker;1910.00;9.78;120.00;5.33;0
2;bunker;1882.00;9.70;96.00;0.26;0
2;bunker;1893.00;9.70;85.00;4.38;0
2;bunker;1901.00;9.70;121.00;1.11;0
2;bunker;1895.00;9.70;122.00;2.32;0
2;bunker;1883.00;9.70;149.00;0.16;0
2;coastal_bunker;1856.00;9.50;72.00;-1.25;0
2;coastal_bunker;1882.00;9.50;124.00;-2.03;0
2;coastal_bunker;1881.00;9.50;54.00;-0.46;0
2;coastal_bunker;1885.00;9.50;159.00;-1.82;0
2;coastal_bunker;1862.00;9.70;93.00;-2.21;0
2;coastal_bunker;1880.00;9.50;139.00;-1.71;0
2;dockyard;1856.00;9.50;88.00;-1.25;0
2;anti_air_building;1875.00;9.70;66.00;4.89;0
2;anti_air_building;1888.00;9.70;119.00;1.28;0
2;anti_air_building;1899.00;9.70;77.00;5.40;0
2;synthetic_refinery;1902.00;10.10;108.00;0.32;0
2;fuel_silo;1908.00;10.23;102.00;3.34;0
2;radar_station;1900.00;10.05;107.00;2.41;0
2;rocket_site;1898.00;9.82;113.00;2.39;0
2;nuclear_reactor;1892.00;9.75;110.00;3.95;0
2;floating_harbor;1861.40;9.50;101.20;0.93;50526
2;floating_harbor;1877.87;9.50;47.74;-3.61;2157
9;arms_factory;1993.00;10.05;151.00;0.92;0
9;arms_factory;1956.00;9.93;102.00;2.48;0
